name,product_url,part_number,brand_name,category,gross_weight,width,length,warranty,material,photo_url,stock_quantity,price
DISCO DE FREIO,https://testdata.devmka.online/products/191c339c-0854-4a01-b909-163d32164d4e,KV225-8607N,SKF,Freios,12.86,9.6,78.9,12 meses,Aço Carbono,https://picsum.photos/seed/KV225-8607N/200/300,171,1054.93
MOTOR DE PARTIDA,https://testdata.devmka.online/products/322f18f8-48ab-40a8-b452-9442f459ef3c,LN453-8763M,ACDELCO,Motor,5.48,28.6,96.8,12 meses,Alumínio,https://picsum.photos/seed/LN453-8763M/200/300,132,222.66
ROLAMENTO DE RODA,https://testdata.devmka.online/products/66de6f43-9b89-4851-ba9c-c6b64c5b2b92,ZN115-7458I,ACDELCO,Freios,3.09,27.0,81.9,12 meses,Alumínio,https://picsum.photos/seed/ZN115-7458I/200/300,185,1038.77
DISCO DE FREIO,https://testdata.devmka.online/products/f5a958a3-1426-4565-b789-05338e5e6a78,IT588-9957H,ACDELCO,Suspensão e Direção,11.51,22.1,82.1,12 meses,Alumínio,https://picsum.photos/seed/IT588-9957H/200/300,120,967.95
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/c00ab4ab-482b-4a94-9a59-ae4a5200f430,LX146-2803G,MONROE,Motor,7.48,14.5,87.0,12 meses,Cerâmica,https://picsum.photos/seed/LX146-2803G/200/300,30,920.86
RADIADOR,https://testdata.devmka.online/products/c5bdf2b4-f4b7-4650-aad6-5de5600537cc,YT258-3414D,MARELLI,Suspensão e Direção,0.21,17.8,64.9,12 meses,Aço Carbono,https://picsum.photos/seed/YT258-3414D/200/300,39,999.51
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/6edca326-01d6-4fdc-bb80-49ab33d9ae69,NR538-4341K,BREMBO,Freios,14.4,21.0,66.6,12 meses,Borracha Sintética,https://picsum.photos/seed/NR538-4341K/200/300,198,1442.35
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/e6167b8d-7769-48fe-8811-eddf0bc9c478,YJ089-7901Y,ACDELCO,Freios,7.32,7.5,32.8,12 meses,Aço Carbono,https://picsum.photos/seed/YJ089-7901Y/200/300,136,237.8
ALTERNADOR,https://testdata.devmka.online/products/60b4079e-a823-4c67-86ab-61727510ed03,TF886-9785V,MONROE,Motor,10.71,33.5,67.2,12 meses,Alumínio,https://picsum.photos/seed/TF886-9785V/200/300,62,1160.25
DISCO DE FREIO,https://testdata.devmka.online/products/c9972033-3c5f-4c8f-9a00-87237fd7c81b,IP833-9009H,ACDELCO,Transmissão,0.48,43.0,79.8,12 meses,Borracha Sintética,https://picsum.photos/seed/IP833-9009H/200/300,183,620.39
MOTOR DE PARTIDA,https://testdata.devmka.online/products/5598f55e-5cc8-46f3-8def-a5952e944a7d,AG668-6699K,BOSCH,Transmissão,1.6,33.1,46.0,12 meses,Alumínio,https://picsum.photos/seed/AG668-6699K/200/300,47,1078.8
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/27e6bc23-70d3-400d-9e27-83f163746d56,KN031-3753Z,MONROE,Freios,0.6,40.2,58.6,12 meses,Alumínio,https://picsum.photos/seed/KN031-3753Z/200/300,45,950.82
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/68ec2049-d140-43c7-aed7-09baa9956838,VW204-1768F,BOSCH,Suspensão e Direção,8.08,20.8,27.8,12 meses,Cerâmica,https://picsum.photos/seed/VW204-1768F/200/300,180,1481.62
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/be43f297-20ee-4958-b18b-95e491feaa67,WY451-5165N,BREMBO,Freios,6.07,49.2,47.6,12 meses,Aço Carbono,https://picsum.photos/seed/WY451-5165N/200/300,65,191.54
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/6f5ecefa-95aa-4012-a20d-725afb4e9bd5,TE752-4394P,MARELLI,Filtros,8.65,25.3,53.5,12 meses,Aço Carbono,https://picsum.photos/seed/TE752-4394P/200/300,51,1264.47
FILTRO DE ÓLEO,https://testdata.devmka.online/products/157560d1-d2c9-4444-9df0-4c92bc6e4485,GA400-2238S,MONROE,Freios,9.73,26.4,54.3,12 meses,Aço Carbono,https://picsum.photos/seed/GA400-2238S/200/300,79,957.86
FILTRO DE ÓLEO,https://testdata.devmka.online/products/4351a63e-c92b-4582-aab2-a80db036a31e,HG365-1576S,ACDELCO,Filtros,7.84,29.5,24.7,12 meses,Aço Carbono,https://picsum.photos/seed/HG365-1576S/200/300,97,121.07
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/2e0131e1-551d-4e1f-be64-fff3edd685cf,MW574-5536V,NGK,Transmissão,14.62,27.2,81.9,12 meses,Borracha Sintética,https://picsum.photos/seed/MW574-5536V/200/300,80,128.03
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/6626118a-3fbb-4a78-bb84-d2fe5d0727ff,BZ447-1822D,MARELLI,Freios,9.75,11.0,66.9,12 meses,Alumínio,https://picsum.photos/seed/BZ447-1822D/200/300,80,137.02
PASTILHA DE FREIO,https://testdata.devmka.online/products/f01fac06-29c3-4eb3-82b4-271b807bee37,HB470-9674Z,ACDELCO,Freios,11.65,32.5,73.9,12 meses,Aço Carbono,https://picsum.photos/seed/HB470-9674Z/200/300,144,1084.19
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/2354aac9-2866-4f11-ba85-f37600362d85,AZ941-9376X,MARELLI,Transmissão,14.6,27.2,71.3,12 meses,Alumínio,https://picsum.photos/seed/AZ941-9376X/200/300,187,333.64
PASTILHA DE FREIO,https://testdata.devmka.online/products/7a1bd9d5-bf0d-479e-83e4-27821d91d6f8,TJ125-6686I,MONROE,Sistema Elétrico,4.27,25.1,20.9,12 meses,Borracha Sintética,https://picsum.photos/seed/TJ125-6686I/200/300,107,479.29
PASTILHA DE FREIO,https://testdata.devmka.online/products/5319086f-c08c-4cf7-9894-567e57de7af5,NC765-6778Y,ACDELCO,Sistema Elétrico,13.64,39.7,88.3,12 meses,Aço Carbono,https://picsum.photos/seed/NC765-6778Y/200/300,16,1011.83
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/30c6cc2d-ffb6-4efa-a8da-3108723c8b55,EK940-9563U,NGK,Freios,2.43,22.4,88.1,12 meses,Borracha Sintética,https://picsum.photos/seed/EK940-9563U/200/300,46,133.92
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/bacd42c5-3701-4bd5-8d67-56e286230079,GO523-2194R,BREMBO,Motor,4.68,24.9,91.1,12 meses,Alumínio,https://picsum.photos/seed/GO523-2194R/200/300,122,593.82
KIT DE EMBREAGEM,https://testdata.devmka.online/products/bcfa6ee2-7afc-49d0-86f1-b6621f034473,XC309-9693O,NGK,Sistema Elétrico,6.26,29.9,90.2,12 meses,Alumínio,https://picsum.photos/seed/XC309-9693O/200/300,43,400.67
RADIADOR,https://testdata.devmka.online/products/74310b50-6cc2-4f32-a94f-395a858b5cbe,IK192-3508C,SKF,Filtros,12.58,45.6,72.6,12 meses,Alumínio,https://picsum.photos/seed/IK192-3508C/200/300,9,892.49
BICO INJETOR,https://testdata.devmka.online/products/94b093ad-4858-46aa-8362-335e2b9ea172,DS287-3931F,NGK,Suspensão e Direção,3.23,38.2,37.8,12 meses,Aço Carbono,https://picsum.photos/seed/DS287-3931F/200/300,113,1214.55
DISCO DE FREIO,https://testdata.devmka.online/products/e35b1f4a-18af-4a53-88fc-f82a7016acc9,RI633-1255E,MONROE,Motor,6.75,47.4,90.0,12 meses,Cerâmica,https://picsum.photos/seed/RI633-1255E/200/300,159,1172.89
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/3680de19-bfb1-46ac-ab1b-c82a6389d776,BE475-6940O,BOSCH,Suspensão e Direção,8.4,41.4,77.2,12 meses,Borracha Sintética,https://picsum.photos/seed/BE475-6940O/200/300,185,991.65
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/8dc623d1-5d07-4f50-aee4-f2f432bb2ae5,QE239-0115B,NGK,Sistema Elétrico,12.24,38.1,58.6,12 meses,Borracha Sintética,https://picsum.photos/seed/QE239-0115B/200/300,68,1385.78
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/89be6c95-7bb5-465f-be73-d12439f5e579,GO389-1815Q,NGK,Freios,0.52,31.5,77.2,12 meses,Borracha Sintética,https://picsum.photos/seed/GO389-1815Q/200/300,55,1164.05
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/fe8ef207-26bd-4dd6-ba84-693ee771c6e3,PR074-8599U,ACDELCO,Transmissão,5.59,28.0,67.4,12 meses,Alumínio,https://picsum.photos/seed/PR074-8599U/200/300,14,1316.76
CORREIA DENTADA,https://testdata.devmka.online/products/40d9e641-feea-4b63-83ea-5c6a9b58b306,GT481-0380U,BREMBO,Motor,8.65,46.9,84.8,12 meses,Alumínio,https://picsum.photos/seed/GT481-0380U/200/300,123,792.35
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/f12c908a-0e7d-4d09-bc4e-c9550063c839,JX466-9082K,NGK,Filtros,8.44,47.2,24.5,12 meses,Alumínio,https://picsum.photos/seed/JX466-9082K/200/300,148,1092.47
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/25403631-82cc-46b8-ab6c-55169d0bc2b6,GB486-0417V,SKF,Transmissão,4.98,17.6,68.1,12 meses,Aço Carbono,https://picsum.photos/seed/GB486-0417V/200/300,179,203.34
KIT DE EMBREAGEM,https://testdata.devmka.online/products/6e777cbb-de8c-448d-983a-b1320dc95043,ON396-1219Y,ACDELCO,Motor,14.89,35.4,84.7,12 meses,Cerâmica,https://picsum.photos/seed/ON396-1219Y/200/300,36,1340.55
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/47158fc5-4dd1-4f94-9601-3f5b962d3513,KT159-4702Y,BOSCH,Sistema Elétrico,4.96,31.3,60.3,12 meses,Alumínio,https://picsum.photos/seed/KT159-4702Y/200/300,141,157.95
ROLAMENTO DE RODA,https://testdata.devmka.online/products/c62997ca-9985-4128-8f99-d4491718c6d4,DL748-6121C,SKF,Sistema Elétrico,11.37,46.7,94.9,12 meses,Aço Carbono,https://picsum.photos/seed/DL748-6121C/200/300,75,1154.68
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/094a7089-9a1e-43bb-b9f7-9ce707fe568a,ED084-0474U,BOSCH,Sistema Elétrico,5.87,49.0,11.9,12 meses,Aço Carbono,https://picsum.photos/seed/ED084-0474U/200/300,32,939.36
MOTOR DE PARTIDA,https://testdata.devmka.online/products/c1331c58-0fa8-44d3-ad47-1b6d2912c0af,TD267-1388U,SKF,Motor,14.66,43.8,41.5,12 meses,Alumínio,https://picsum.photos/seed/TD267-1388U/200/300,200,417.77
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/78553b00-2b6a-435a-93ea-1bc80b8bfdda,FS054-8071G,BREMBO,Motor,9.08,31.0,10.1,12 meses,Alumínio,https://picsum.photos/seed/FS054-8071G/200/300,14,1095.26
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/89f255d7-edce-4745-8915-1a4c68172252,ZV827-8576U,BREMBO,Sistema Elétrico,9.52,18.1,96.5,12 meses,Borracha Sintética,https://picsum.photos/seed/ZV827-8576U/200/300,15,167.13
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/b65c9d44-e68b-4cd1-ab73-714210fe5036,XP174-8832F,MARELLI,Sistema Elétrico,10.59,31.0,97.9,12 meses,Borracha Sintética,https://picsum.photos/seed/XP174-8832F/200/300,58,903.65
MOTOR DE PARTIDA,https://testdata.devmka.online/products/3fde6741-0271-404b-8cbc-7fa578213377,WJ895-7276F,SKF,Freios,14.98,33.1,13.2,12 meses,Cerâmica,https://picsum.photos/seed/WJ895-7276F/200/300,19,327.87
PASTILHA DE FREIO,https://testdata.devmka.online/products/5224309f-36a5-4481-9bc3-9bf9b1775fbc,GH514-7605B,BREMBO,Motor,0.81,39.2,72.7,12 meses,Aço Carbono,https://picsum.photos/seed/GH514-7605B/200/300,173,1291.94
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/da471c47-04d9-43d4-9c79-bd8193fee929,GB100-4472C,MONROE,Motor,11.67,5.9,32.6,12 meses,Cerâmica,https://picsum.photos/seed/GB100-4472C/200/300,199,658.64
BICO INJETOR,https://testdata.devmka.online/products/f3b1805f-6c5d-44f5-a8c7-4fba333f3ced,JT930-1794E,SKF,Sistema Elétrico,11.69,27.5,13.9,12 meses,Alumínio,https://picsum.photos/seed/JT930-1794E/200/300,42,351.7
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/8013367a-f1de-4839-a3bc-afc92469434f,QX502-1570J,BREMBO,Suspensão e Direção,7.77,14.1,35.3,12 meses,Cerâmica,https://picsum.photos/seed/QX502-1570J/200/300,103,470.65
KIT DE EMBREAGEM,https://testdata.devmka.online/products/d75b1a85-ef09-44af-bfe3-791d4a9750e7,CI471-0812G,MONROE,Suspensão e Direção,0.15,19.5,99.9,12 meses,Cerâmica,https://picsum.photos/seed/CI471-0812G/200/300,156,405.19
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/a555274f-d314-4dea-8f39-52bc94609b81,VB412-7898O,NGK,Freios,9.52,32.8,51.5,12 meses,Aço Carbono,https://picsum.photos/seed/VB412-7898O/200/300,91,1435.97
SONDA LAMBDA,https://testdata.devmka.online/products/d5cae5b4-248f-4a23-aba2-37e8e2f91c7a,UZ721-2930M,MONROE,Sistema Elétrico,11.93,35.2,93.5,12 meses,Alumínio,https://picsum.photos/seed/UZ721-2930M/200/300,62,846.82
MOTOR DE PARTIDA,https://testdata.devmka.online/products/f73cf630-f12e-435a-8a5f-d46e7b43dc9b,NP105-0074Q,BREMBO,Freios,12.56,30.7,88.4,12 meses,Cerâmica,https://picsum.photos/seed/NP105-0074Q/200/300,121,1060.79
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/52313911-a1bc-451b-a9c2-c3312d6ee534,HE390-5909Q,NGK,Sistema Elétrico,3.21,27.7,14.5,12 meses,Aço Carbono,https://picsum.photos/seed/HE390-5909Q/200/300,167,447.32
KIT DE EMBREAGEM,https://testdata.devmka.online/products/b697e379-a078-419f-a2f2-b9210eedb7ee,DP961-3312Q,ACDELCO,Transmissão,5.16,26.2,73.4,12 meses,Alumínio,https://picsum.photos/seed/DP961-3312Q/200/300,75,202.58
CORREIA DENTADA,https://testdata.devmka.online/products/63cafdab-b70c-492f-8d19-a1fdd1946012,XG344-7501P,MARELLI,Filtros,9.77,42.1,99.6,12 meses,Cerâmica,https://picsum.photos/seed/XG344-7501P/200/300,143,565.41
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/985037d6-c8f8-4620-a8b6-22c23db006fc,CS404-6020U,BOSCH,Sistema Elétrico,2.69,28.7,77.5,12 meses,Borracha Sintética,https://picsum.photos/seed/CS404-6020U/200/300,149,588.83
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/e186897c-4919-485f-9c56-eda5b8d3bc21,BA313-8864O,MARELLI,Freios,1.41,6.5,58.8,12 meses,Cerâmica,https://picsum.photos/seed/BA313-8864O/200/300,171,1113.09
KIT DE EMBREAGEM,https://testdata.devmka.online/products/2fdc5dde-7d85-4de0-a45d-28ffc3c7fb49,ZL009-2614F,ACDELCO,Transmissão,14.62,21.6,58.0,12 meses,Borracha Sintética,https://picsum.photos/seed/ZL009-2614F/200/300,93,276.5
DISCO DE FREIO,https://testdata.devmka.online/products/fa9b22cd-e1a7-4f1f-8b46-8a4e705a0697,KT383-1246F,ACDELCO,Motor,8.03,48.0,66.3,12 meses,Alumínio,https://picsum.photos/seed/KT383-1246F/200/300,8,1365.48
CORREIA DENTADA,https://testdata.devmka.online/products/776abc6f-01ce-46e3-8f3f-e9c35402d959,RA385-0167M,NGK,Motor,11.05,38.7,50.7,12 meses,Cerâmica,https://picsum.photos/seed/RA385-0167M/200/300,78,883.24
SONDA LAMBDA,https://testdata.devmka.online/products/b2a84ec3-8ed7-4faf-b60b-45b782054515,VX826-5720X,BOSCH,Motor,13.45,11.6,84.1,12 meses,Cerâmica,https://picsum.photos/seed/VX826-5720X/200/300,62,692.63
KIT DE EMBREAGEM,https://testdata.devmka.online/products/0208b8b7-18f3-41de-a313-3fea12ae6367,KE896-5398H,BREMBO,Sistema Elétrico,4.43,27.3,49.2,12 meses,Borracha Sintética,https://picsum.photos/seed/KE896-5398H/200/300,171,1126.88
KIT DE EMBREAGEM,https://testdata.devmka.online/products/8c4cb139-3b63-4865-a1f5-ae2720548c22,JN483-4808J,ACDELCO,Sistema Elétrico,2.14,26.4,93.9,12 meses,Cerâmica,https://picsum.photos/seed/JN483-4808J/200/300,35,1299.74
MOTOR DE PARTIDA,https://testdata.devmka.online/products/e7ed7a7f-e4a8-4e44-beb4-c49ce79ae451,EL706-5997C,MARELLI,Transmissão,10.44,6.1,86.1,12 meses,Alumínio,https://picsum.photos/seed/EL706-5997C/200/300,146,1301.05
MOTOR DE PARTIDA,https://testdata.devmka.online/products/e2616164-770e-4a64-a0c8-e4ac3a997699,NJ892-9578S,SKF,Transmissão,10.01,42.4,60.5,12 meses,Cerâmica,https://picsum.photos/seed/NJ892-9578S/200/300,27,292.25
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/8ea738c5-2dbe-4404-a8df-9b07ff3ee984,XQ880-6016E,BOSCH,Freios,12.77,12.2,39.9,12 meses,Aço Carbono,https://picsum.photos/seed/XQ880-6016E/200/300,87,197.16
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/6014dca4-cab1-43f4-84da-f1e65af1b9ee,QM262-8260P,BOSCH,Filtros,4.85,36.0,64.3,12 meses,Cerâmica,https://picsum.photos/seed/QM262-8260P/200/300,102,518.89
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/b147a8b5-fc9d-446b-98dd-6d74b6ecf30b,TP377-1317C,SKF,Motor,4.42,17.4,94.1,12 meses,Cerâmica,https://picsum.photos/seed/TP377-1317C/200/300,145,1404.04
ROLAMENTO DE RODA,https://testdata.devmka.online/products/d76f5375-e86a-475b-9df2-b7728c81120f,EK734-2099C,BREMBO,Suspensão e Direção,13.1,34.6,60.0,12 meses,Alumínio,https://picsum.photos/seed/EK734-2099C/200/300,130,396.1
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/f98b10d9-1d06-4c00-aa40-44053ef8478f,PE696-0322A,ACDELCO,Sistema Elétrico,4.15,32.9,45.7,12 meses,Cerâmica,https://picsum.photos/seed/PE696-0322A/200/300,64,1293.17
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/5bc1ae6d-4fcf-4665-aeab-3a0e890ae85e,AJ949-6362E,MARELLI,Freios,12.9,40.5,10.8,12 meses,Borracha Sintética,https://picsum.photos/seed/AJ949-6362E/200/300,49,875.75
DISCO DE FREIO,https://testdata.devmka.online/products/cdbf6eed-2080-4ea9-9107-f6f800abd229,IZ395-5215N,ACDELCO,Freios,2.77,7.4,75.9,12 meses,Aço Carbono,https://picsum.photos/seed/IZ395-5215N/200/300,26,1009.64
DISCO DE FREIO,https://testdata.devmka.online/products/469c407e-6639-492d-84cd-b51473f2150a,NF875-3519G,MARELLI,Filtros,11.69,36.9,34.0,12 meses,Borracha Sintética,https://picsum.photos/seed/NF875-3519G/200/300,102,158.48
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/d0310b9b-a0ac-4ed1-972c-ebc368f0f8f8,OQ015-8069Y,ACDELCO,Motor,13.21,23.0,77.7,12 meses,Borracha Sintética,https://picsum.photos/seed/OQ015-8069Y/200/300,152,506.16
FILTRO DE ÓLEO,https://testdata.devmka.online/products/58abbc3d-138a-41ff-b984-3c94d44ba9ec,JP698-6293P,MONROE,Transmissão,4.99,16.2,53.4,12 meses,Alumínio,https://picsum.photos/seed/JP698-6293P/200/300,101,878.92
KIT DE EMBREAGEM,https://testdata.devmka.online/products/ef86927c-b84f-474f-862c-e49fbade94cc,GF000-3910Z,ACDELCO,Transmissão,6.41,25.7,13.7,12 meses,Aço Carbono,https://picsum.photos/seed/GF000-3910Z/200/300,26,248.77
SONDA LAMBDA,https://testdata.devmka.online/products/d5108b33-eb7a-474c-9e42-8505c6834ef1,OW894-9784B,ACDELCO,Sistema Elétrico,11.91,13.4,85.4,12 meses,Borracha Sintética,https://picsum.photos/seed/OW894-9784B/200/300,138,945.22
BATERIA AUTOMOTIVA,https://testdata.devmka.online/products/526ca54d-ae9c-4c09-9b02-7be0a8063eaa,QX627-7659C,BOSCH,Freios,4.04,49.4,76.0,12 meses,Borracha Sintética,https://picsum.photos/seed/QX627-7659C/200/300,8,1250.67
BICO INJETOR,https://testdata.devmka.online/products/1f90e465-4118-4265-8daa-8f904972c857,JE279-3044A,MONROE,Motor,9.77,31.3,88.3,12 meses,Aço Carbono,https://picsum.photos/seed/JE279-3044A/200/300,164,581.29
ALTERNADOR,https://testdata.devmka.online/products/538d6587-026e-451c-aee8-0b6bb6d8eee0,UO638-3658Q,NGK,Transmissão,4.73,13.7,72.9,12 meses,Borracha Sintética,https://picsum.photos/seed/UO638-3658Q/200/300,105,418.25
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/815c6031-c1da-4a5f-a72a-8abae28d8cf2,SM941-4685V,SKF,Sistema Elétrico,1.39,43.1,17.3,12 meses,Borracha Sintética,https://picsum.photos/seed/SM941-4685V/200/300,92,240.53
FILTRO DE ÓLEO,https://testdata.devmka.online/products/f0678f73-d2db-41f5-8886-a6d86038156b,NJ805-0339Z,SKF,Freios,12.63,9.9,100.0,12 meses,Borracha Sintética,https://picsum.photos/seed/NJ805-0339Z/200/300,92,342.15
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/ec529588-cc5e-4bed-aafd-93d6e46c5123,SC861-5336W,SKF,Sistema Elétrico,2.9,13.3,14.2,12 meses,Cerâmica,https://picsum.photos/seed/SC861-5336W/200/300,82,558.81
FILTRO DE COMBUSTÍVEL,https://testdata.devmka.online/products/a680ee63-1fdb-4dc2-a583-16dac21f5e0c,XS664-8859P,MONROE,Sistema Elétrico,8.63,7.1,36.4,12 meses,Alumínio,https://picsum.photos/seed/XS664-8859P/200/300,119,922.15
FILTRO DE ÓLEO,https://testdata.devmka.online/products/1c509ed2-b482-462c-b728-ef7ead533d74,OV729-7332U,SKF,Suspensão e Direção,8.97,36.8,41.6,12 meses,Borracha Sintética,https://picsum.photos/seed/OV729-7332U/200/300,164,481.56
CORREIA DENTADA,https://testdata.devmka.online/products/db32f64a-20dd-4308-bbbe-c705bfa4e89f,FE097-3247O,MONROE,Transmissão,8.09,25.8,73.5,12 meses,Alumínio,https://picsum.photos/seed/FE097-3247O/200/300,25,1107.01
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/900cfbc6-274f-41c3-8f54-d146e2db0417,NJ592-5418X,NGK,Transmissão,12.48,20.5,55.0,12 meses,Alumínio,https://picsum.photos/seed/NJ592-5418X/200/300,179,1216.74
AMORTECEDOR DIANTEIRO,https://testdata.devmka.online/products/58b48c55-c679-404b-a661-bb2acd7ba9d0,QB812-3925X,SKF,Suspensão e Direção,7.66,26.0,48.9,12 meses,Cerâmica,https://picsum.photos/seed/QB812-3925X/200/300,52,676.08
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/583aaa12-0b08-47ad-9483-b258792f77e5,MQ213-9029A,MONROE,Motor,3.44,44.0,27.4,12 meses,Aço Carbono,https://picsum.photos/seed/MQ213-9029A/200/300,50,686.26
FILTRO DE AR DO MOTOR,https://testdata.devmka.online/products/a345b6bc-0987-426a-ad30-79d6746a018d,AL571-0974E,BREMBO,Sistema Elétrico,0.34,47.6,37.7,12 meses,Aço Carbono,https://picsum.photos/seed/AL571-0974E/200/300,44,1070.0
SONDA LAMBDA,https://testdata.devmka.online/products/ecda0057-3dbb-4657-a36a-a43ede2ffe7e,AQ637-4067L,MONROE,Filtros,2.9,21.8,39.3,12 meses,Aço Carbono,https://picsum.photos/seed/AQ637-4067L/200/300,90,101.65
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/a050d1d8-39ca-45d1-8d9f-6eb2d666a4d7,IH652-6530Y,MONROE,Sistema Elétrico,11.44,17.1,24.0,12 meses,Borracha Sintética,https://picsum.photos/seed/IH652-6530Y/200/300,144,1091.19
BICO INJETOR,https://testdata.devmka.online/products/1c52d859-d181-43b7-b34c-63a0894985ea,ZM313-7682S,NGK,Freios,7.8,47.3,55.1,12 meses,Alumínio,https://picsum.photos/seed/ZM313-7682S/200/300,8,908.95
RADIADOR,https://testdata.devmka.online/products/ef11175d-b8fe-47ff-a04f-2ab2583dc3f8,KN005-1037D,MARELLI,Sistema Elétrico,13.93,34.3,57.3,12 meses,Borracha Sintética,https://picsum.photos/seed/KN005-1037D/200/300,3,189.18
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/0d20ae77-0986-48e4-bbc1-9dbd7c9cb87e,WY879-2118E,ACDELCO,Filtros,14.16,12.5,98.8,12 meses,Borracha Sintética,https://picsum.photos/seed/WY879-2118E/200/300,124,286.76
ALTERNADOR,https://testdata.devmka.online/products/03bc0d07-6b8c-43d3-a58b-a37c80a0e7ae,GG333-0656R,SKF,Sistema Elétrico,4.37,23.3,21.7,12 meses,Cerâmica,https://picsum.photos/seed/GG333-0656R/200/300,7,1455.89
KIT DE EMBREAGEM,https://testdata.devmka.online/products/72a62fde-bacc-479e-8a38-a0b8264769cc,BR060-2442R,SKF,Transmissão,13.92,13.8,45.0,12 meses,Borracha Sintética,https://picsum.photos/seed/BR060-2442R/200/300,104,1364.13
TERMINAL DE DIREÇÃO,https://testdata.devmka.online/products/456f2711-c96c-4217-83db-c2c7dba86a45,UY346-4742U,MONROE,Filtros,14.51,41.0,33.7,12 meses,Borracha Sintética,https://picsum.photos/seed/UY346-4742U/200/300,143,578.17
VELA DE IGNIÇÃO,https://testdata.devmka.online/products/11884632-f6fc-44a4-86a7-bd341a4a9b8d,TL124-9728V,ACDELCO,Transmissão,9.4,15.2,44.8,12 meses,Cerâmica,https://picsum.photos/seed/TL124-9728V/200/300,97,1278.07
RADIADOR,https://testdata.devmka.online/products/ace9408b-4cc1-4502-850f-d4516a4b37f6,OL947-0302F,MARELLI,Suspensão e Direção,8.53,13.5,50.9,12 meses,Aço Carbono,https://picsum.photos/seed/OL947-0302F/200/300,167,339.55
JUNTA HOMOCINÉTICA,https://testdata.devmka.online/products/f8ec4f39-9f86-4813-99e0-138f3613a477,QS367-4785J,BREMBO,Filtros,9.9,31.0,69.0,12 meses,Cerâmica,https://picsum.photos/seed/QS367-4785J/200/300,3,796.66
PIVÔ DE SUSPENSÃO,https://testdata.devmka.online/products/5d47e9b4-a00a-4949-b562-f26a37fef420,JZ519-3881O,SKF,Filtros,5.66,7.3,14.6,12 meses,Cerâmica,https://picsum.photos/seed/JZ519-3881O/200/300,184,117.43
KIT DE EMBREAGEM,https://testdata.devmka.online/products/b865228a-b11c-4df2-b914-f2c3cb2547dd,VW252-0716T,ACDELCO,Transmissão,10.54,33.5,20.3,12 meses,Aço Carbono,https://picsum.photos/seed/VW252-0716T/200/300,165,618.56
BOMBA DE COMBUSTÍVEL,https://testdata.devmka.online/products/65bb5d63-beff-4dbc-bff9-7474a1619ff6,XP408-4582S,MONROE,Filtros,7.52,28.2,93.7,12 meses,Alumínio,https://picsum.photos/seed/XP408-4582S/200/300,198,701.88
ROLAMENTO DE RODA,https://testdata.devmka.online/products/a4858cd6-4037-476f-a6d4-490f3f789edf,XL738-7210E,ACDELCO,Sistema Elétrico,0.2,49.7,99.4,12 meses,Alumínio,https://picsum.photos/seed/XL738-7210E/200/300,109,766.63
